Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Kyrgyz Republic,KGZ,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,32.1,25.4,25.6,22.4,..
Kyrgyz Republic,KGZ,"""Income share held by lowest 20%""",SI.DST.FRST.20,9.5,10,9.9,9.9,..
Kyrgyz Republic,KGZ,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,70.65121951,70.95121951,71.2,71.4,..
Kyrgyz Republic,KGZ,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,22.3,21.1,20,18.9,..
Kyrgyz Republic,KGZ,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,97,95,96,..
Kyrgyz Republic,KGZ,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1121.082835,1120.666513,1242.769643,1281.363661,..
Kyrgyz Republic,KGZ,"""International tourism, number of arrivals""",ST.INT.ARVL,402000,321000,421000,423000,..
Kyrgyz Republic,KGZ,"""International tourism, number of departures""",ST.INT.DPRT,4008000,4185000,4446000,6839000,..
Kyrgyz Republic,KGZ,"""Population density (people per sq. km of land area)""",EN.POP.DNST,31.05787278,31.69708029,32.31595412,32.92909281,..
Kyrgyz Republic,KGZ,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Kyrgyz Republic,KGZ,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,917387,948185,974236,998752,..
Kyrgyz Republic,KGZ,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,959031,992316,1020388,1046705,..
Kyrgyz Republic,KGZ,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,1935259,1960974,1988731,2019941,..
Kyrgyz Republic,KGZ,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1886976,1913044,1941335,1973215,..
Kyrgyz Republic,KGZ,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,101384,102917,105170,108294,..
Kyrgyz Republic,KGZ,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,156863,162064,168341,175893,..
Kyrgyz Republic,KGZ,"""Population, female""",SP.POP.TOTL.FE.IN,3009509,3071223,3131308,3194586,..
Kyrgyz Republic,KGZ,"""Population, male""",SP.POP.TOTL.MA.IN,2947391,3008277,3066892,3128214,..
Kyrgyz Republic,KGZ,"""Population, total""",SP.POP.TOTL,5956900,6079500,6198200,6322800,..
Lao PDR,LAO,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Lao PDR,LAO,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Lao PDR,LAO,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,66.546,66.924,67.277,67.61,..
Lao PDR,LAO,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,53.6,51.3,49.3,47.3,..
Lao PDR,LAO,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,83,66,72,69,..
Lao PDR,LAO,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,2134.711796,2308.800482,2423.846203,2542.486528,..
Lao PDR,LAO,"""International tourism, number of arrivals""",ST.INT.ARVL,3543000,3315000,3257000,3770000,..
Lao PDR,LAO,"""International tourism, number of departures""",ST.INT.DPRT,3067000,3059000,3049000,3207000,..
Lao PDR,LAO,"""Population density (people per sq. km of land area)""",EN.POP.DNST,29.20781629,29.66137782,30.12580156,30.59578423,..
Lao PDR,LAO,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Lao PDR,LAO,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,1113888,1116197,1122070,1129833,..
Lao PDR,LAO,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,1151964,1157040,1164322,1172519,..
Lao PDR,LAO,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2099384,2141573,2183313,2224987,..
Lao PDR,LAO,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2117316,2163245,2205827,2246424,..
Lao PDR,LAO,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,111735,116384,121385,126685,..
Lao PDR,LAO,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,146877,151407,156118,161059,..
Lao PDR,LAO,"""Population, female""",SP.POP.TOTL.FE.IN,3360149,3409177,3461501,3515879,..
Lao PDR,LAO,"""Population, male""",SP.POP.TOTL.MA.IN,3381015,3436669,3491534,3545628,..
Lao PDR,LAO,"""Population, total""",SP.POP.TOTL,6741164,6845846,6953035,7061507,..
Latvia,LVA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Latvia,LVA,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.1,6.9,6.7,..,..
Latvia,LVA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,74.4804878,74.5804878,74.62926829,74.67804878,..
Latvia,LVA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,5,4.5,4.2,3.9,..
Latvia,LVA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,93,96,98,..
Latvia,LVA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,13698.93795,14153.41492,15548.08231,17860.6172,..
Latvia,LVA,"""International tourism, number of arrivals""",ST.INT.ARVL,2024000,1793000,1949000,1946000,..
Latvia,LVA,"""International tourism, number of departures""",ST.INT.DPRT,1242000,1250000,1265000,1368000,..
Latvia,LVA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,31.80326472,31.51394339,31.23589579,30.98330653,..
Latvia,LVA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Latvia,LVA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,145512,145241,146930,149303,..
Latvia,LVA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,152981,153173,155605,158963,..
Latvia,LVA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,664826,655351,644060,632172,..
Latvia,LVA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,628224,620149,610450,600459,..
Latvia,LVA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,125285,125715,126061,126882,..
Latvia,LVA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,260698,259907,259142,259395,..
Latvia,LVA,"""Population, female""",SP.POP.TOTL.FE.IN,1071036,1060500,1050132,1040870,..
Latvia,LVA,"""Population, male""",SP.POP.TOTL.MA.IN,906491,899037,892116,886304,..
Latvia,LVA,"""Population, total""",SP.POP.TOTL,1977527,1959537,1942248,1927174,..
Lebanon,LBN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Lebanon,LBN,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Lebanon,LBN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,78.768,78.8,78.833,78.875,..
Lebanon,LBN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,8.3,8,7.7,7.4,..
Lebanon,LBN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,82,82,82,82,..
Lebanon,LBN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,7649.832611,7634.946544,7838.343385,8269.787676,..
Lebanon,LBN,"""International tourism, number of arrivals""",ST.INT.ARVL,1518000,1688000,1857000,1964000,..
Lebanon,LBN,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Lebanon,LBN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,638.5804497,656.0235582,665.8722385,669.4941349,..
Lebanon,LBN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,2228705,2279717,2331897,2385271,..
Lebanon,LBN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,860574,872161,870814,858379,..
Lebanon,LBN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,925313,939351,940263,928840,..
Lebanon,LBN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2165194,2230047,2268690,2286688,..
Lebanon,LBN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2168249,2231968,2272517,2295383,..
Lebanon,LBN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,194256,204238,212760,220389,..
Lebanon,LBN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,219092,233356,246829,259246,..
Lebanon,LBN,"""Population, female""",SP.POP.TOTL.FE.IN,3244860,3335564,3386334,3404313,..
Lebanon,LBN,"""Population, male""",SP.POP.TOTL.MA.IN,3287818,3375557,3425539,3444612,..
Lebanon,LBN,"""Population, total""",SP.POP.TOTL,6532678,6711121,6811873,6848925,..
Lesotho,LSO,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,49.7,..,..
Lesotho,LSO,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,4.6,..,..
Lesotho,LSO,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,51.038,52.059,52.947,53.705,..
Lesotho,LSO,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,92.5,87.4,84.1,81.1,..
Lesotho,LSO,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,90,90,90,90,..
Lesotho,LSO,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1112.081441,1115.336075,1226.61263,1299.153126,..
Lesotho,LSO,"""International tourism, number of arrivals""",ST.INT.ARVL,1082000,1196000,1137000,1173000,..
Lesotho,LSO,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Lesotho,LSO,"""Population density (people per sq. km of land area)""",EN.POP.DNST,67.82019104,68.3465415,68.88708827,69.43781291,..
Lesotho,LSO,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Lesotho,LSO,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,343909,344483,344581,344551,..
Lesotho,LSO,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,343863,344940,345202,345157,..
Lesotho,LSO,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,639435,644930,651449,658465,..
Lesotho,LSO,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,632954,640240,648289,656646,..
Lesotho,LSO,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,35117,35944,36612,37150,..
Lesotho,LSO,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,63743,64463,65279,66163,..
Lesotho,LSO,"""Population, female""",SP.POP.TOTL.FE.IN,1047087,1053876,1061309,1069179,..
Lesotho,LSO,"""Population, male""",SP.POP.TOTL.MA.IN,1011934,1021125,1030103,1038953,..
Lesotho,LSO,"""Population, total""",SP.POP.TOTL,2059021,2075001,2091412,2108132,..
Liberia,LBR,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,50.9,..,..,..
Liberia,LBR,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,7.2,..,..,..
Liberia,LBR,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,62.269,62.802,63.295,63.73,..
Liberia,LBR,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,78.9,76.1,73.4,70.9,..
Liberia,LBR,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,64,80,87,91,..
Liberia,LBR,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,710.3838577,714.6233922,698.7017644,677.3221785,..
Liberia,LBR,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Liberia,LBR,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Liberia,LBR,"""Population density (people per sq. km of land area)""",EN.POP.DNST,46.4309593,47.62030731,48.81881229,50.03090739,..
Liberia,LBR,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1269832,1317509,1366976,1418300,..
Liberia,LBR,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,923628,940439,956350,971519,..
Liberia,LBR,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,958798,976979,994073,1010285,..
Liberia,LBR,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,1226522,1263231,1301013,1339969,..
Liberia,LBR,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1221225,1259521,1299252,1340424,..
Liberia,LBR,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,63618,65583,67699,69946,..
Liberia,LBR,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,78439,81035,83841,86834,..
Liberia,LBR,"""Population, female""",SP.POP.TOTL.FE.IN,2228589,2284705,2341204,2398322,..
Liberia,LBR,"""Population, male""",SP.POP.TOTL.MA.IN,2243641,2302083,2361024,2420655,..
Liberia,LBR,"""Population, total""",SP.POP.TOTL,4472230,4586788,4702228,4818977,..
Libya,LBY,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Libya,LBY,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Libya,LBY,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,72.121,72.311,72.52,72.724,..
Libya,LBY,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,13.3,12.8,12.4,12,..
Libya,LBY,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,98,97,94,97,..
Libya,LBY,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,4337.919139,4035.194316,5756.42314,7241.704481,..
Libya,LBY,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Libya,LBY,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Libya,LBY,"""Population density (people per sq. km of land area)""",EN.POP.DNST,3.647723269,3.689693897,3.740025234,3.795632381,..
Libya,LBY,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1133863,1141769,1149730,1157746,..
Libya,LBY,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,901838,907954,914473,920841,..
Libya,LBY,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,950996,956890,963611,970470,..
Libya,LBY,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2121597,2151471,2186293,2224480,..
Libya,LBY,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2171831,2198199,2231441,2269437,..
Libya,LBY,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,125663,127730,130549,133852,..
Libya,LBY,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,146390,149920,154357,159487,..
Libya,LBY,"""Population, female""",SP.POP.TOTL.FE.IN,3169825,3209345,3255123,3304808,..
Libya,LBY,"""Population, male""",SP.POP.TOTL.MA.IN,3248490,3282819,3325601,3373759,..
Libya,LBY,"""Population, total""",SP.POP.TOTL,6418315,6492164,6580724,6678567,..
Liechtenstein,LIE,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Liechtenstein,LIE,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Liechtenstein,LIE,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,82.65609756,82.25853659,83.74634146,83.74634146,..
Liechtenstein,LIE,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Liechtenstein,LIE,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Liechtenstein,LIE,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,167290.94,165028.245,..,..,..
Liechtenstein,LIE,"""International tourism, number of arrivals""",ST.INT.ARVL,56700,69100,79300,85300,..
Liechtenstein,LIE,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Liechtenstein,LIE,"""Population density (people per sq. km of land area)""",EN.POP.DNST,234.1875,235.3625,236.25,236.9375,..
Liechtenstein,LIE,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Liechtenstein,LIE,"""Population, total""",SP.POP.TOTL,37470,37658,37800,37910,..
Lithuania,LTU,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Lithuania,LTU,"""Income share held by lowest 20%""",SI.DST.FRST.20,6.1,6,6.3,..,..
Lithuania,LTU,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,74.32195122,74.67073171,75.4804878,76.2902439,..
Lithuania,LTU,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,4.9,4.7,4.4,4,..
Lithuania,LTU,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,94,94,94,92,..
Lithuania,LTU,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,14249.11497,14999.47964,16840.93857,19153.40899,..
Lithuania,LTU,"""International tourism, number of arrivals""",ST.INT.ARVL,2071000,2296000,2523000,2825000,..
Lithuania,LTU,"""International tourism, number of departures""",ST.INT.DPRT,1860000,1953000,2032000,2244000,..
Lithuania,LTU,"""Population density (people per sq. km of land area)""",EN.POP.DNST,46.36727853,45.78766499,45.15186156,44.53135138,..
Lithuania,LTU,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Lithuania,LTU,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,206863,204749,202931,202991,..
Lithuania,LTU,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,217103,215215,213636,213972,..
Lithuania,LTU,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,998964,979811,957984,938350,..
Lithuania,LTU,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,939183,924405,907989,894265,..
Lithuania,LTU,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,181435,182500,183701,186301,..
Lithuania,LTU,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,361362,361551,362162,365665,..
Lithuania,LTU,"""Population, female""",SP.POP.TOTL.FE.IN,1567189,1546111,1523077,1507005,..
Lithuania,LTU,"""Population, male""",SP.POP.TOTL.MA.IN,1337721,1322120,1305326,1294538,..
Lithuania,LTU,"""Population, total""",SP.POP.TOTL,2904910,2868231,2828403,2801543,..
Luxembourg,LUX,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Luxembourg,LUX,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.2,7.2,6.5,..,..
Luxembourg,LUX,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,82.29268293,82.68536585,82.09512195,82.09512195,..
Luxembourg,LUX,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,2.6,2.6,2.5,2.4,..
Luxembourg,LUX,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,99,99,99,..
Luxembourg,LUX,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,101376.4966,104278.391,107361.3069,116639.888,..
Luxembourg,LUX,"""International tourism, number of arrivals""",ST.INT.ARVL,1090000,1054000,1046000,1018000,..
Luxembourg,LUX,"""International tourism, number of departures""",ST.INT.DPRT,1702000,1588000,1802000,1989000,..
Luxembourg,LUX,"""Population density (people per sq. km of land area)""",EN.POP.DNST,234.4049383,239.5119342,245.4057613,250.0938272,..
Luxembourg,LUX,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Luxembourg,LUX,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,45433,46027,46678,47087,..
Luxembourg,LUX,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,47856,48492,49124,49449,..
Luxembourg,LUX,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,193850,198012,202842,206777,..
Luxembourg,LUX,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,202754,207758,213568,218414,..
Luxembourg,LUX,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,35268,36424,37733,38912,..
Luxembourg,LUX,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,44442,45301,46391,47310,..
Luxembourg,LUX,"""Population, female""",SP.POP.TOTL.FE.IN,283726,289340,295911,301174,..
Luxembourg,LUX,"""Population, male""",SP.POP.TOTL.MA.IN,285878,292674,300425,306776,..
Luxembourg,LUX,"""Population, total""",SP.POP.TOTL,569604,582014,596336,607950,..
"Macao SAR, China",MAC,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
"Macao SAR, China",MAC,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
"Macao SAR, China",MAC,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,83.707,83.854,83.989,84.118,..
"Macao SAR, China",MAC,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
"Macao SAR, China",MAC,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
"Macao SAR, China",MAC,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,75340.98698,74061.08603,81516.67492,87208.53591,..
"Macao SAR, China",MAC,"""International tourism, number of arrivals""",ST.INT.ARVL,14308000,15703600,17255000,18493000,..
"Macao SAR, China",MAC,"""International tourism, number of departures""",ST.INT.DPRT,1466000,1251000,1391000,1579000,..
"Macao SAR, China",MAC,"""Population density (people per sq. km of land area)""",EN.POP.DNST,19805.42788,20159.0792,20479.76999,20777.50026,..
"Macao SAR, China",MAC,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
"Macao SAR, China",MAC,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,36749,38388,40102,41867,..
"Macao SAR, China",MAC,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,39207,40847,42578,44373,..
"Macao SAR, China",MAC,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,249081,250816,251637,251787,..
"Macao SAR, China",MAC,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,225318,226624,227265,227384,..
"Macao SAR, China",MAC,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,24312,26571,28989,31565,..
"Macao SAR, China",MAC,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,27419,29592,32012,34660,..
"Macao SAR, China",MAC,"""Population, female""",SP.POP.TOTL.FE.IN,313248,318795,323752,328314,..
"Macao SAR, China",MAC,"""Population, male""",SP.POP.TOTL.MA.IN,288837,294041,298833,303322,..
"Macao SAR, China",MAC,"""Population, total""",SP.POP.TOTL,602085,612836,622585,631636,..
North Macedonia,MKD,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,21.5,21.9,22.2,21.9,..
North Macedonia,MKD,"""Income share held by lowest 20%""",SI.DST.FRST.20,5.6,5.6,5.6,..,..
North Macedonia,MKD,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,75.406,75.498,75.589,75.688,..
North Macedonia,MKD,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,12.3,12,11,9.9,..
North Macedonia,MKD,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,89,82,83,83,..
North Macedonia,MKD,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,4840.273123,5129.15896,5417.642019,6083.718948,..
North Macedonia,MKD,"""International tourism, number of arrivals""",ST.INT.ARVL,486000,510000,631000,707000,..
North Macedonia,MKD,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
North Macedonia,MKD,"""Population density (people per sq. km of land area)""",EN.POP.DNST,82.44758128,82.50376685,82.55337034,82.59151467,..
North Macedonia,MKD,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
North Macedonia,MKD,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,169302,168721,167607,166223,..
North Macedonia,MKD,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,180851,180392,179281,177818,..
North Macedonia,MKD,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,723883,721454,718995,716396,..
North Macedonia,MKD,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,744962,742621,740258,737780,..
North Macedonia,MKD,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,114583,118164,122246,126580,..
North Macedonia,MKD,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,145748,149393,153609,158161,..
North Macedonia,MKD,"""Population, female""",SP.POP.TOTL.FE.IN,1038932,1039568,1040211,1040780,..
North Macedonia,MKD,"""Population, male""",SP.POP.TOTL.MA.IN,1040396,1041177,1041785,1042178,..
North Macedonia,MKD,"""Population, total""",SP.POP.TOTL,2079328,2080745,2081996,2082958,..
Madagascar,MDG,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Madagascar,MDG,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Madagascar,MDG,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,65.539,65.931,66.311,66.681,..
Madagascar,MDG,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,58.1,56.6,55.2,53.6,..
Madagascar,MDG,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,58,59,60,62,..
Madagascar,MDG,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,467.2352774,475.9553656,515.292739,527.501285,..
Madagascar,MDG,"""International tourism, number of arrivals""",ST.INT.ARVL,244000,293000,255000,291000,..
Madagascar,MDG,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Madagascar,MDG,"""Population density (people per sq. km of land area)""",EN.POP.DNST,41.65364043,42.78855277,43.95073909,45.13985562,..
Madagascar,MDG,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,2618084,2757316,2903952,3058387,..
Madagascar,MDG,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,5007080,5097606,5192984,5292139,..
Madagascar,MDG,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,5084816,5182432,5283856,5388276,..
Madagascar,MDG,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,6772558,6995215,7219420,7446378,..
Madagascar,MDG,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,6682828,6902600,7125016,7351186,..
Madagascar,MDG,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,314151,327862,342992,359165,..
Madagascar,MDG,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,372655,388665,406271,425224,..
Madagascar,MDG,"""Population, female""",SP.POP.TOTL.FE.IN,12152293,12481486,12818676,13163741,..
Madagascar,MDG,"""Population, male""",SP.POP.TOTL.MA.IN,12081795,12412894,12751864,13098627,..
Madagascar,MDG,"""Population, total""",SP.POP.TOTL,24234088,24894380,25570540,26262368,..
Malawi,MWI,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,51.5,..,..,..
Malawi,MWI,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,6.4,..,..,..
